Fan Usage Time (hours),Fan Power Rating (W),Fan Consumption (kWh),Bulb Usage Time (hours),Bulb Power Rating (W),Bulb Consumption (kWh),Bell Usage Time (hours),Bell Power Rating (W),Bell Consumption (kWh),Socket Usage Time (hours),Socket Power Rating (W),Socket Consumption (kWh),Bill Generated (INR)
347,75,26.025,53,10,0.53,84,5,0.42,120,50,6.0,219.28375000000003
125,75,9.375,332,10,3.32,93,5,0.465,202,50,10.1,154.679
151,75,11.325,340,10,3.4,37,5,0.185,371,50,18.55,222.50900000000001
217,75,16.275,97,10,0.97,23,5,0.115,148,50,7.4,164.654
58,75,4.35,311,10,3.11,65,5,0.325,75,50,3.75,76.70775
128,75,9.6,136,10,1.36,100,5,0.5,222,50,11.1,150.024
129,75,9.675,348,10,3.48,140,5,0.7,293,50,14.65,189.55825000000002
64,75,4.8,85,10,0.85,120,5,0.6,121,50,6.05,81.795
236,75,17.7,229,10,2.29,107,5,0.535,316,50,15.8,241.56125000000003
342,75,25.65,273,10,2.73,132,5,0.66,254,50,12.7,277.57099999999997
253,75,18.975,152,10,1.52,121,5,0.605,175,50,8.75,198.50250000000003
283,75,21.225,307,10,3.07,127,5,0.635,286,50,14.3,260.87950000000006
121,75,9.075,160,10,1.6,140,5,0.7,302,50,15.1,176.05875
249,75,18.675,347,10,3.47,93,5,0.465,347,50,17.35,265.73400000000004
57,75,4.275,250,10,2.5,138,5,0.69,72,50,3.6,73.58225
160,75,12.0,330,10,3.3,144,5,0.72,313,50,15.65,210.60550000000003
221,75,16.575,175,10,1.75,96,5,0.48,178,50,8.9,184.23825
224,75,16.8,347,10,3.47,104,5,0.52,67,50,3.35,160.531
87,75,6.525,205,10,2.05,89,5,0.445,228,50,11.4,135.793
281,75,21.075,129,10,1.29,55,5,0.275,201,50,10.05,217.3885
282,75,21.15,249,10,2.49,28,5,0.14,181,50,9.05,218.3195
319,75,23.925,243,10,2.43,46,5,0.23,185,50,9.25,238.30275000000003
283,75,21.225,282,10,2.82,132,5,0.66,180,50,9.0,224.13825
237,75,17.775,116,10,1.16,21,5,0.105,60,50,3.0,146.566
234,75,17.55,160,10,1.6,108,5,0.54,196,50,9.8,196.10850000000002
346,75,25.95,308,10,3.08,94,5,0.47,126,50,6.3,238.07
239,75,17.925,212,10,2.12,52,5,0.26,99,50,4.95,167.94575000000003
188,75,14.1,212,10,2.12,113,5,0.565,224,50,11.2,186.10025000000002
319,75,23.925,289,10,2.89,125,5,0.625,67,50,3.35,204.75350000000003
76,75,5.7,241,10,2.41,29,5,0.145,94,50,4.7,86.15074999999999
130,75,9.75,170,10,1.7,82,5,0.41,237,50,11.85,157.6715
308,75,23.1,332,10,3.32,146,5,0.73,115,50,5.75,218.78500000000005
223,75,16.725,346,10,3.46,102,5,0.51,343,50,17.15,251.66925
317,75,23.775,203,10,2.03,114,5,0.57,87,50,4.35,204.32125000000002
294,75,22.05,174,10,1.74,136,5,0.68,374,50,18.7,287.08050000000003
115,75,8.625,316,10,3.16,108,5,0.54,309,50,15.45,184.70375
119,75,8.925,207,10,2.07,129,5,0.645,175,50,8.75,135.5935
271,75,20.325,172,10,1.72,115,5,0.575,253,50,12.65,234.54549999999998
342,75,25.65,335,10,3.35,62,5,0.31,95,50,4.75,226.49900000000002
186,75,13.95,261,10,2.61,105,5,0.525,262,50,13.1,200.73024999999998
303,75,22.725,163,10,1.63,113,5,0.565,115,50,5.75,203.95550000000003
117,75,8.775,56,10,0.56,121,5,0.605,119,50,5.95,105.66850000000001
305,75,22.875,139,10,1.39,100,5,0.5,343,50,17.15,278.73475
161,75,12.075,234,10,2.34,100,5,0.5,134,50,6.7,143.73975
240,75,18.0,211,10,2.11,77,5,0.385,197,50,9.85,201.79425
280,75,21.0,302,10,3.02,87,5,0.435,254,50,12.7,247.08075000000002
237,75,17.775,171,10,1.71,27,5,0.135,263,50,13.15,217.92050000000003
311,75,23.325,144,10,1.44,92,5,0.46,116,50,5.8,206.31625000000003
183,75,13.725,280,10,2.8,57,5,0.285,56,50,2.8,130.4065
188,75,14.1,290,10,2.9,118,5,0.59,382,50,19.1,243.9885
71,75,5.325,94,10,0.94,43,5,0.215,86,50,4.3,71.68700000000001
129,75,9.675,171,10,1.71,40,5,0.2,85,50,4.25,105.30275000000002
119,75,8.925,78,10,0.78,36,5,0.18,145,50,7.25,113.94775
194,75,14.55,170,10,1.7,108,5,0.54,320,50,16.0,218.0535
258,75,19.35,323,10,3.23,65,5,0.325,351,50,17.55,269.02575
283,75,21.225,320,10,3.2,126,5,0.63,207,50,10.35,235.44325
70,75,5.25,79,10,0.79,40,5,0.2,269,50,13.45,130.9385
327,75,24.525,66,10,0.66,79,5,0.395,56,50,2.8,188.727
269,75,20.175,334,10,3.34,77,5,0.385,216,50,10.8,230.75500000000002
151,75,11.325,128,10,1.28,41,5,0.205,257,50,12.85,170.63899999999998
255,75,19.125,186,10,1.86,50,5,0.25,167,50,8.35,196.74025
142,75,10.65,74,10,0.74,141,5,0.705,278,50,13.9,172.86675000000002
234,75,17.55,321,10,3.21,68,5,0.34,194,50,9.7,204.82000000000002
233,75,17.475,265,10,2.65,135,5,0.675,144,50,7.2,186.20000000000002
238,75,17.85,140,10,1.4,74,5,0.37,261,50,13.05,217.2555
327,75,24.525,108,10,1.08,106,5,0.53,221,50,11.05,247.28025000000002
160,75,12.0,218,10,2.18,119,5,0.595,118,50,5.9,137.48875
187,75,14.025,221,10,2.21,43,5,0.215,386,50,19.3,237.7375
211,75,15.825,321,10,3.21,101,5,0.505,118,50,5.9,169.176
213,75,15.975,291,10,2.91,66,5,0.33,316,50,15.8,232.84975000000003
149,75,11.175,95,10,0.95,117,5,0.585,105,50,5.25,119.43400000000001
166,75,12.45,282,10,2.82,120,5,0.6,143,50,7.15,153.083
68,75,5.1,322,10,3.22,64,5,0.32,171,50,8.55,114.31350000000002
91,75,6.825,52,10,0.52,58,5,0.29,57,50,2.85,69.72525000000002
142,75,10.65,181,10,1.81,129,5,0.645,82,50,4.1,114.41324999999999
87,75,6.525,217,10,2.17,140,5,0.7,221,50,11.05,135.95925
260,75,19.5,282,10,2.82,38,5,0.19,90,50,4.5,179.61650000000003
295,75,22.125,276,10,2.76,24,5,0.12,215,50,10.75,237.77075
198,75,14.85,209,10,2.09,147,5,0.735,113,50,5.65,155.11124999999998
62,75,4.65,121,10,1.21,55,5,0.275,283,50,14.15,134.89525
327,75,24.525,155,10,1.55,44,5,0.22,376,50,18.8,299.88175
148,75,11.1,138,10,1.38,61,5,0.305,234,50,11.7,162.82525
76,75,5.7,82,10,0.82,60,5,0.3,318,50,15.9,151.088
214,75,16.05,195,10,1.95,33,5,0.165,304,50,15.2,221.87724999999998
346,75,25.95,229,10,2.29,65,5,0.325,118,50,5.9,229.19225
260,75,19.5,239,10,2.39,86,5,0.43,130,50,6.5,191.65300000000002
248,75,18.6,286,10,2.86,135,5,0.675,106,50,5.3,182.44275000000002
224,75,16.8,292,10,2.92,59,5,0.295,78,50,3.9,159.03475
193,75,14.475,127,10,1.27,135,5,0.675,393,50,19.65,239.86549999999997
234,75,17.55,165,10,1.65,105,5,0.525,69,50,3.45,154.11374999999998
78,75,5.85,281,10,2.81,137,5,0.685,203,50,10.15,129.64175
328,75,24.6,134,10,1.34,74,5,0.37,107,50,5.35,210.53900000000004
213,75,15.975,321,10,3.21,65,5,0.325,243,50,12.15,210.539
141,75,10.575,52,10,0.52,71,5,0.355,180,50,9.0,135.9925
188,75,14.1,205,10,2.05,24,5,0.12,71,50,3.55,131.803
124,75,9.3,217,10,2.17,130,5,0.65,216,50,10.8,152.418
200,75,15.0,233,10,2.33,139,5,0.695,61,50,3.05,140.14875
237,75,17.775,122,10,1.22,38,5,0.19,392,50,19.6,257.92025
313,75,23.475,258,10,2.58,31,5,0.155,139,50,6.95,220.51400000000004
226,75,16.95,114,10,1.14,140,5,0.7,334,50,16.7,236.00849999999997
158,75,11.85,207,10,2.07,35,5,0.175,271,50,13.55,183.83925000000002
334,75,25.05,341,10,3.41,138,5,0.69,360,50,18.0,313.54750000000007
275,75,20.625,346,10,3.46,23,5,0.115,80,50,4.0,187.53
86,75,6.45,158,10,1.58,27,5,0.135,288,50,14.4,150.05725
76,75,5.7,187,10,1.87,54,5,0.27,253,50,12.65,136.25850000000003
268,75,20.1,108,10,1.08,70,5,0.35,130,50,6.5,186.39950000000002
140,75,10.5,94,10,0.94,95,5,0.475,186,50,9.3,141.07975000000002
221,75,16.575,271,10,2.71,59,5,0.295,392,50,19.6,260.5470000000001
251,75,18.825,215,10,2.15,116,5,0.58,127,50,6.35,185.56824999999998
343,75,25.725,281,10,2.81,58,5,0.29,161,50,8.05,245.21875
153,75,11.475,338,10,3.38,28,5,0.14,249,50,12.45,182.50925
343,75,25.725,313,10,3.13,142,5,0.71,328,50,16.4,305.66725
198,75,14.85,86,10,0.86,21,5,0.105,271,50,13.55,195.27725000000004
322,75,24.15,239,10,2.39,122,5,0.61,197,50,9.85,246.05
297,75,22.275,73,10,0.73,54,5,0.27,242,50,12.1,235.24375
104,75,7.8,122,10,1.22,33,5,0.165,308,50,15.4,163.49025
191,75,14.325,259,10,2.59,149,5,0.745,213,50,10.65,188.2615
92,75,6.9,177,10,1.77,142,5,0.71,261,50,13.05,149.1595
244,75,18.3,159,10,1.59,108,5,0.54,189,50,9.45,198.702
219,75,16.425,233,10,2.33,53,5,0.265,249,50,12.45,209.27550000000002
122,75,9.15,162,10,1.62,51,5,0.255,337,50,16.85,185.36875
116,75,8.7,67,10,0.67,138,5,0.69,154,50,7.7,118.104
243,75,18.225,293,10,2.93,109,5,0.545,301,50,15.05,244.38750000000002
317,75,23.775,144,10,1.44,106,5,0.53,197,50,9.85,236.70675
271,75,20.325,170,10,1.7,46,5,0.23,272,50,13.6,238.43574999999998
324,75,24.3,241,10,2.41,97,5,0.485,319,50,15.95,286.91425
153,75,11.475,83,10,0.83,145,5,0.725,291,50,14.55,183.407
57,75,4.275,335,10,3.35,72,5,0.36,299,50,14.95,152.51775
190,75,14.25,263,10,2.63,51,5,0.255,382,50,19.1,240.96275
177,75,13.275,123,10,1.23,45,5,0.225,63,50,3.15,118.902
348,75,26.1,195,10,1.95,93,5,0.465,131,50,6.55,233.18225
330,75,24.75,209,10,2.09,78,5,0.39,121,50,6.05,221.312
247,75,18.525,138,10,1.38,136,5,0.68,163,50,8.15,191.08775
337,75,25.275,199,10,1.99,81,5,0.405,315,50,15.75,288.74300000000005
304,75,22.8,158,10,1.58,89,5,0.445,250,50,12.5,248.21125000000004
75,75,5.625,63,10,0.63,91,5,0.455,125,50,6.25,86.18400000000001
260,75,19.5,152,10,1.52,114,5,0.57,304,50,15.2,244.6535
181,75,13.575,137,10,1.37,88,5,0.44,80,50,4.0,128.91025
295,75,22.125,266,10,2.66,67,5,0.335,363,50,18.15,287.7455
281,75,21.075,208,10,2.08,36,5,0.18,275,50,13.75,246.61525000000003
162,75,12.15,109,10,1.09,37,5,0.185,189,50,9.45,152.11875
323,75,24.225,238,10,2.38,117,5,0.585,50,50,2.5,197.43850000000003
120,75,9.0,162,10,1.62,43,5,0.215,225,50,11.25,146.86525
287,75,21.525,276,10,2.76,25,5,0.125,163,50,8.15,216.52399999999997
164,75,12.3,93,10,0.93,110,5,0.55,222,50,11.1,165.45200000000003
129,75,9.675,180,10,1.8,97,5,0.485,338,50,16.9,191.919
181,75,13.575,331,10,3.31,27,5,0.135,106,50,5.3,148.428
123,75,9.225,249,10,2.49,119,5,0.595,334,50,16.7,192.91649999999998
147,75,11.025,305,10,3.05,77,5,0.385,172,50,8.6,153.349
172,75,12.9,115,10,1.15,111,5,0.555,92,50,4.6,127.71325
268,75,20.1,165,10,1.65,64,5,0.32,85,50,4.25,175.02800000000002
203,75,15.225,97,10,0.97,66,5,0.33,179,50,8.95,169.40875
133,75,9.975,100,10,1.0,113,5,0.565,56,50,2.8,95.361
340,75,25.5,281,10,2.81,141,5,0.705,263,50,13.15,280.39725
337,75,25.275,215,10,2.15,93,5,0.465,210,50,10.5,255.29350000000002
337,75,25.275,121,10,1.21,143,5,0.715,258,50,12.9,266.665
334,75,25.05,233,10,2.33,35,5,0.175,142,50,7.1,230.45575000000002
298,75,22.35,193,10,1.93,121,5,0.605,277,50,13.85,257.58775
284,75,21.3,66,10,0.66,59,5,0.295,154,50,7.7,199.20075000000003
247,75,18.525,166,10,1.66,124,5,0.62,294,50,14.7,236.10824999999997
290,75,21.75,134,10,1.34,65,5,0.325,123,50,6.15,196.60725
236,75,17.7,184,10,1.84,37,5,0.185,270,50,13.5,220.94624999999996
272,75,20.4,191,10,1.91,47,5,0.235,331,50,16.55,259.98175000000003
258,75,19.35,241,10,2.41,63,5,0.315,344,50,17.2,261.17875000000004
96,75,7.2,209,10,2.09,30,5,0.15,261,50,13.05,149.5585
192,75,14.4,186,10,1.86,120,5,0.6,389,50,19.45,241.46150000000003
150,75,11.25,126,10,1.26,28,5,0.14,150,50,7.5,133.9975
344,75,25.8,230,10,2.3,83,5,0.415,379,50,18.95,315.64225000000005
309,75,23.175,305,10,3.05,30,5,0.15,223,50,11.15,249.54125
145,75,10.875,179,10,1.79,32,5,0.16,103,50,5.15,119.53375000000001
239,75,17.925,180,10,1.8,66,5,0.33,100,50,5.0,166.61575000000002
204,75,15.3,291,10,2.91,114,5,0.57,100,50,5.0,158.13700000000003
153,75,11.475,335,10,3.35,125,5,0.625,289,50,14.45,198.835
55,75,4.125,173,10,1.73,135,5,0.675,380,50,19.0,169.77450000000002
73,75,5.475,310,10,3.1,52,5,0.26,58,50,2.9,78.03775
281,75,21.075,108,10,1.08,71,5,0.355,148,50,7.4,198.90150000000003
78,75,5.85,121,10,1.21,99,5,0.495,130,50,6.5,93.46575
81,75,6.075,337,10,3.37,134,5,0.67,97,50,4.85,99.51725
303,75,22.725,182,10,1.82,28,5,0.14,240,50,12.0,243.95525000000004
226,75,16.95,133,10,1.33,41,5,0.205,274,50,13.7,214.03025000000002
240,75,18.0,53,10,0.53,138,5,0.69,130,50,6.5,171.03800000000004
197,75,14.775,167,10,1.67,149,5,0.745,140,50,7.0,160.86350000000002
258,75,19.35,204,10,2.04,30,5,0.15,185,50,9.25,204.7535
277,75,20.775,335,10,3.35,40,5,0.2,393,50,19.65,292.43375
189,75,14.175,208,10,2.08,23,5,0.115,196,50,9.8,174.03050000000002
293,75,21.975,268,10,2.68,118,5,0.59,69,50,3.45,190.82175
148,75,11.1,82,10,0.82,58,5,0.29,234,50,11.7,159.0015
120,75,9.0,296,10,2.96,147,5,0.735,120,50,6.0,124.32175000000001
309,75,23.175,288,10,2.88,120,5,0.6,374,50,18.7,301.61075000000005
227,75,17.025,309,10,3.09,49,5,0.245,363,50,18.15,256.0915
115,75,8.625,343,10,3.43,144,5,0.72,278,50,13.9,177.38875000000002
57,75,4.275,198,10,1.98,21,5,0.105,306,50,15.3,144.03900000000004
283,75,21.225,269,10,2.69,115,5,0.575,154,50,7.7,214.06350000000003
129,75,9.675,204,10,2.04,135,5,0.675,73,50,3.65,106.666
300,75,22.5,52,10,0.52,64,5,0.32,132,50,6.6,199.101
172,75,12.9,135,10,1.35,81,5,0.405,337,50,16.85,209.50825000000003
306,75,22.95,50,10,0.5,123,5,0.615,140,50,7.0,206.58225
328,75,24.6,166,10,1.66,48,5,0.24,82,50,4.1,203.49
121,75,9.075,225,10,2.25,23,5,0.115,356,50,17.8,194.44600000000003
219,75,16.425,222,10,2.22,26,5,0.13,374,50,18.7,249.20874999999998
137,75,10.275,248,10,2.48,60,5,0.3,231,50,11.55,163.62325000000004
132,75,9.9,172,10,1.72,82,5,0.41,54,50,2.7,97.95450000000001
167,75,12.525,338,10,3.38,73,5,0.365,320,50,16.0,214.5955
276,75,20.7,191,10,1.91,55,5,0.275,224,50,11.2,226.66524999999996
269,75,20.175,298,10,2.98,97,5,0.485,193,50,9.65,221.3785
340,75,25.5,273,10,2.73,56,5,0.28,238,50,11.9,268.72650000000004
304,75,22.8,285,10,2.85,142,5,0.71,51,50,2.55,192.25150000000002
134,75,10.05,309,10,3.09,46,5,0.23,272,50,13.6,179.3505
193,75,14.475,263,10,2.63,112,5,0.56,127,50,6.35,159.69975000000002
320,75,24.0,323,10,3.23,24,5,0.12,61,50,3.05,202.16000000000003
320,75,24.0,310,10,3.1,123,5,0.615,78,50,3.9,210.23975000000002
276,75,20.7,297,10,2.97,82,5,0.41,191,50,9.55,223.63949999999997
259,75,19.425,202,10,2.02,44,5,0.22,166,50,8.3,199.26725000000002
301,75,22.575,247,10,2.47,139,5,0.695,159,50,7.95,224.0385
52,75,3.9,175,10,1.75,56,5,0.28,269,50,13.45,128.877
140,75,10.5,112,10,1.12,54,5,0.27,378,50,18.9,204.7535
51,75,3.825,193,10,1.93,108,5,0.54,316,50,15.8,146.93175
218,75,16.35,340,10,3.4,116,5,0.58,168,50,8.4,191.0545
179,75,13.425,133,10,1.33,95,5,0.475,323,50,16.15,208.677
331,75,24.825,308,10,3.08,145,5,0.725,391,50,19.55,320.39700000000005
216,75,16.2,235,10,2.35,43,5,0.215,200,50,10.0,191.28725
161,75,12.075,302,10,3.02,143,5,0.715,165,50,8.25,159.999
334,75,25.05,244,10,2.44,55,5,0.275,251,50,12.55,268.09475
170,75,12.75,243,10,2.43,33,5,0.165,132,50,6.6,145.93425000000002
144,75,10.8,283,10,2.83,140,5,0.7,57,50,2.85,114.247
123,75,9.225,247,10,2.47,31,5,0.155,168,50,8.4,134.6625
133,75,9.975,50,10,0.5,135,5,0.675,346,50,17.3,189.19250000000002
206,75,15.45,308,10,3.08,75,5,0.375,130,50,6.5,168.94325
111,75,8.325,283,10,2.83,34,5,0.17,216,50,10.8,147.13125
139,75,10.425,221,10,2.21,121,5,0.605,380,50,19.0,214.39600000000002
195,75,14.625,282,10,2.82,98,5,0.49,193,50,9.65,183.44025000000002
59,75,4.425,304,10,3.04,26,5,0.13,392,50,19.6,180.84675000000001
67,75,5.025,53,10,0.53,121,5,0.605,278,50,13.9,133.39900000000003
347,75,26.025,267,10,2.67,100,5,0.5,225,50,11.25,268.95925
103,75,7.725,283,10,2.83,88,5,0.44,320,50,16.0,179.51675
99,75,7.425,170,10,1.7,55,5,0.275,127,50,6.35,104.73750000000001
90,75,6.75,320,10,3.2,32,5,0.16,95,50,4.75,98.819
295,75,22.125,323,10,3.23,88,5,0.44,126,50,6.3,213.43175
138,75,10.35,117,10,1.17,28,5,0.14,246,50,12.3,159.334
348,75,26.1,249,10,2.49,60,5,0.3,356,50,17.8,310.48850000000004
332,75,24.9,90,10,0.9,75,5,0.375,71,50,3.55,197.67125
154,75,11.55,327,10,3.27,72,5,0.36,219,50,10.95,173.7645
155,75,11.625,332,10,3.32,64,5,0.32,89,50,4.45,131.10475
112,75,8.4,309,10,3.09,34,5,0.17,67,50,3.35,99.8165
180,75,13.5,145,10,1.45,142,5,0.71,294,50,14.7,201.894
102,75,7.65,130,10,1.3,43,5,0.215,155,50,7.75,112.48475
68,75,5.1,209,10,2.09,63,5,0.315,309,50,15.45,152.65075
79,75,5.925,131,10,1.31,135,5,0.675,292,50,14.6,149.6915
268,75,20.1,254,10,2.54,114,5,0.57,387,50,19.35,283.02400000000006
252,75,18.9,66,10,0.66,94,5,0.47,254,50,12.7,217.65449999999998
325,75,24.375,343,10,3.43,42,5,0.21,332,50,16.6,296.68975
238,75,17.85,71,10,0.71,98,5,0.49,175,50,8.75,184.87
69,75,5.175,265,10,2.65,124,5,0.62,185,50,9.25,117.67175
194,75,14.55,228,10,2.28,48,5,0.24,312,50,15.6,217.2555
176,75,13.2,216,10,2.16,56,5,0.28,291,50,14.55,200.7635
56,75,4.2,175,10,1.75,45,5,0.225,372,50,18.6,164.75375000000003
155,75,11.625,69,10,0.69,106,5,0.53,225,50,11.25,160.23175
192,75,14.4,323,10,3.23,130,5,0.65,259,50,12.95,207.6795
288,75,21.6,219,10,2.19,59,5,0.295,328,50,16.4,269.22525
312,75,23.4,149,10,1.49,48,5,0.24,228,50,11.4,242.92449999999997
73,75,5.475,326,10,3.26,118,5,0.59,202,50,10.1,129.17624999999998
77,75,5.775,211,10,2.11,149,5,0.745,76,50,3.8,82.65950000000001
271,75,20.325,195,10,1.95,87,5,0.435,154,50,7.7,202.2265
129,75,9.675,290,10,2.9,137,5,0.685,239,50,11.95,167.6465
74,75,5.55,189,10,1.89,137,5,0.685,389,50,19.45,183.37375
325,75,24.375,208,10,2.08,66,5,0.33,188,50,9.4,240.63025
296,75,22.2,183,10,1.83,103,5,0.515,274,50,13.7,254.32925000000003
243,75,18.225,97,10,0.97,96,5,0.48,183,50,9.15,191.68625000000003
211,75,15.825,285,10,2.85,84,5,0.42,258,50,12.9,212.76675000000003
348,75,26.1,316,10,3.16,101,5,0.505,221,50,11.05,271.41975
275,75,20.625,277,10,2.77,88,5,0.44,291,50,14.55,255.26025000000004
212,75,15.9,147,10,1.47,75,5,0.375,79,50,3.95,144.27175
111,75,8.325,95,10,0.95,126,5,0.63,207,50,10.35,134.69575
263,75,19.725,147,10,1.47,141,5,0.705,171,50,8.55,202.4925
232,75,17.4,80,10,0.8,72,5,0.36,340,50,17.0,236.47400000000002
106,75,7.95,279,10,2.79,94,5,0.47,383,50,19.15,201.894
241,75,18.075,217,10,2.17,120,5,0.6,282,50,14.1,232.38425
349,75,26.175,236,10,2.36,35,5,0.175,194,50,9.7,255.4265
201,75,15.075,190,10,1.9,97,5,0.485,287,50,14.35,211.5365
58,75,4.35,301,10,3.01,92,5,0.46,395,50,19.75,183.34050000000002
245,75,18.375,73,10,0.73,77,5,0.385,221,50,11.05,203.09100000000004
170,75,12.75,202,10,2.02,24,5,0.12,171,50,8.55,155.876
95,75,7.125,224,10,2.24,59,5,0.295,118,50,5.9,103.474
157,75,11.775,164,10,1.64,83,5,0.415,180,50,9.0,151.8195
217,75,16.275,263,10,2.63,97,5,0.485,91,50,4.55,159.201
77,75,5.775,158,10,1.58,137,5,0.685,319,50,15.95,159.53350000000003
112,75,8.4,273,10,2.73,79,5,0.395,291,50,14.55,173.39875000000004
313,75,23.475,50,10,0.5,86,5,0.43,204,50,10.2,230.12325000000004
257,75,19.275,139,10,1.39,75,5,0.375,387,50,19.35,268.5935
144,75,10.8,326,10,3.26,21,5,0.105,133,50,6.65,138.41975000000002
234,75,17.55,97,10,0.97,111,5,0.555,376,50,18.8,251.86875
79,75,5.925,294,10,2.94,53,5,0.265,354,50,17.7,178.4195
221,75,16.575,50,10,0.5,129,5,0.645,58,50,2.9,137.123
267,75,20.025,192,10,1.92,95,5,0.475,353,50,17.65,266.4655
299,75,22.425,276,10,2.76,28,5,0.14,113,50,5.65,205.98375000000001
178,75,13.35,165,10,1.65,147,5,0.735,200,50,10.0,171.13775
296,75,22.2,123,10,1.23,48,5,0.24,261,50,13.05,244.18800000000002
139,75,10.425,242,10,2.42,97,5,0.485,194,50,9.7,153.14950000000002
235,75,17.625,95,10,0.95,66,5,0.33,165,50,8.25,180.58075
108,75,8.1,143,10,1.43,38,5,0.19,202,50,10.1,131.803
191,75,14.325,179,10,1.79,24,5,0.12,181,50,9.05,168.14525
187,75,14.025,63,10,0.63,94,5,0.47,279,50,13.95,193.34875000000002
312,75,23.4,232,10,2.32,125,5,0.625,331,50,16.55,285.25175
96,75,7.2,345,10,3.45,127,5,0.635,226,50,11.3,150.19025000000002
149,75,11.175,146,10,1.46,142,5,0.71,326,50,16.3,197.13925000000003
313,75,23.475,297,10,2.97,149,5,0.745,374,50,18.7,305.1685
226,75,16.95,78,10,0.78,46,5,0.23,54,50,2.7,137.389
270,75,20.25,70,10,0.7,40,5,0.2,103,50,5.15,174.89499999999998
285,75,21.375,68,10,0.68,148,5,0.74,219,50,10.95,224.40425
233,75,17.475,266,10,2.66,39,5,0.195,216,50,10.8,207.01450000000003
202,75,15.15,286,10,2.86,98,5,0.49,224,50,11.2,197.505
217,75,16.275,200,10,2.0,22,5,0.11,102,50,5.1,156.17525
114,75,8.55,87,10,0.87,102,5,0.51,119,50,5.95,105.602
107,75,8.025,149,10,1.49,84,5,0.42,336,50,16.8,177.78775000000002
227,75,17.025,120,10,1.2,61,5,0.305,172,50,8.6,180.41449999999998
290,75,21.75,156,10,1.56,139,5,0.695,77,50,3.85,185.23575000000002
185,75,13.875,245,10,2.45,147,5,0.735,352,50,17.6,230.48899999999998
121,75,9.075,281,10,2.81,29,5,0.145,353,50,17.65,197.372
188,75,14.1,52,10,0.52,53,5,0.265,281,50,14.05,192.41775
223,75,16.725,318,10,3.18,101,5,0.505,378,50,18.9,261.41150000000005
281,75,21.075,212,10,2.12,40,5,0.2,278,50,13.9,248.01175000000003
276,75,20.7,99,10,0.99,34,5,0.17,68,50,3.4,167.97899999999998
264,75,19.8,117,10,1.17,49,5,0.245,378,50,18.9,266.76475
179,75,13.425,189,10,1.89,94,5,0.47,99,50,4.95,137.88775000000004
77,75,5.775,281,10,2.81,146,5,0.73,348,50,17.4,177.65475
96,75,7.2,286,10,2.86,119,5,0.595,245,50,12.25,152.31825
74,75,5.55,279,10,2.79,145,5,0.725,85,50,4.25,88.54475000000001
168,75,12.6,267,10,2.67,130,5,0.65,247,50,12.35,187.99550000000002
197,75,14.775,123,10,1.23,115,5,0.575,306,50,15.3,212.002
106,75,7.95,119,10,1.19,40,5,0.2,171,50,8.55,118.9685
173,75,12.975,206,10,2.06,56,5,0.28,320,50,16.0,208.24474999999998
69,75,5.175,226,10,2.26,76,5,0.38,115,50,5.75,90.20725
217,75,16.275,231,10,2.31,131,5,0.655,115,50,5.75,166.1835
321,75,24.075,187,10,1.87,104,5,0.52,240,50,12.0,255.79225000000002
294,75,22.05,250,10,2.5,102,5,0.51,329,50,16.45,276.04150000000004
299,75,22.425,129,10,1.29,91,5,0.455,353,50,17.65,278.10299999999995
285,75,21.375,130,10,1.3,52,5,0.26,119,50,5.95,192.08525000000003
94,75,7.05,92,10,0.92,97,5,0.485,71,50,3.55,79.83324999999999
304,75,22.8,174,10,1.74,84,5,0.42,363,50,18.15,286.6815
281,75,21.075,284,10,2.84,49,5,0.245,62,50,3.1,181.27900000000002
217,75,16.275,95,10,0.95,47,5,0.235,124,50,6.2,157.339
238,75,17.85,341,10,3.41,52,5,0.26,366,50,18.3,264.80300000000005
130,75,9.75,123,10,1.23,132,5,0.66,124,50,6.2,118.63600000000001
201,75,15.075,70,10,0.7,25,5,0.125,363,50,18.15,226.4325
263,75,19.725,212,10,2.12,119,5,0.595,215,50,10.75,220.7135
84,75,6.3,51,10,0.51,40,5,0.2,89,50,4.45,76.209
278,75,20.85,193,10,1.93,125,5,0.625,115,50,5.75,193.88075
102,75,7.65,97,10,0.97,27,5,0.135,88,50,4.4,87.48075000000001
334,75,25.05,168,10,1.68,32,5,0.16,84,50,4.2,206.7485
253,75,18.975,75,10,0.75,131,5,0.655,301,50,15.05,235.60950000000005
260,75,19.5,303,10,3.03,85,5,0.425,307,50,15.35,254.72825
259,75,19.425,100,10,1.0,66,5,0.33,270,50,13.5,227.79574999999997
218,75,16.35,212,10,2.12,29,5,0.145,112,50,5.6,161.02975000000004
219,75,16.425,184,10,1.84,50,5,0.25,302,50,15.1,223.53975000000003
91,75,6.825,262,10,2.62,72,5,0.36,390,50,19.5,194.87825
168,75,12.6,127,10,1.27,38,5,0.19,57,50,2.85,112.45150000000001
210,75,15.75,155,10,1.55,149,5,0.745,152,50,7.6,170.53925000000004
235,75,17.625,255,10,2.55,132,5,0.66,314,50,15.7,242.95775
119,75,8.925,154,10,1.54,27,5,0.135,109,50,5.45,106.73250000000002
297,75,22.275,124,10,1.24,56,5,0.28,372,50,18.6,281.92674999999997
317,75,23.775,300,10,3.0,130,5,0.65,171,50,8.55,239.23375
310,75,23.25,319,10,3.19,104,5,0.52,240,50,12.0,259.084
